Tiempo,Error_x,Error_y,Error_z
0.0,0.9,0.9,0.9
0.01,0.8822402282317686,0.8927757569797576,0.8594483239482371
0.02,0.8649500974094472,0.8855067261326076,0.8205564849999201
0.03,0.84811370605854,0.8781982810784277,0.783269526366623
0.04,0.8317156458846362,0.8708555445400169,0.7475332411897774
0.05,0.8157409963844194,0.8634833976379622,0.7132942685646788
0.06,0.8001753183572597,0.8560864889894557,0.68050017589277
0.07,0.7850046465516407,0.8486692435815331,0.6490995295915478
0.08,0.7702154815705088,0.8412358714105871,0.6190419551385369
0.09,0.7557947811399656,0.8337903758853701,0.5902781873263492
0.1,0.7417299508371936,0.8263365619917813,0.5627601115571645
0.11,0.7280088343655403,0.8188780442186707,0.536440796957329
0.12,0.7146197030151515,0.8114182543963477,0.5112745197921417
0.13,0.7015512455908335,0.8039604490231552,0.4872167838241219
0.14,0.688792558749561,0.7965077161548242,0.4642243381852018
0.15,0.6763331353179018,0.7890629826940625,0.44225518033340433
0.16,0.6641628533648124,0.7816290211383878,0.4212685583072244
0.17,0.6522719652205076,0.7742084560948865,0.401224968620275
0.18,0.640651086471703,0.7668037705702822,0.38208615020759046
0.19,0.629291184972737,0.7594173120402201,0.3638150748681896
0.2,0.6181835699077712,0.7520512983019828,0.34637593461440774
0.21,0.6073198809353001,0.7447078231151042,0.3297341263062263
0.22,0.5966920774425124,0.7373888616345742,0.31385623391835693
0.23,0.5862924279336832,0.7300962756415003,0.29871000875913456
0.24,0.5761134995736545,0.7228318185762359,0.28426434793331196
0.25,0.5661481479046243,0.7155971403790959,0.2704892713155763
0.26,0.5563895067491252,0.7083937921447069,0.2573558972637008
0.27,0.5468309781316696,0.7012232306508028,0.24483641633674458
0.28,0.5374662229247549,0.6940868225513108,0.23290406686192403
0.29,0.5282891513876193,0.6869858485033331,0.22153310817704597
0.3,0.5192939137948999,0.679921507169603,0.21069879263368924
0.31,0.5104748914465561,0.6728949190143656,0.2003773380266743
0.32,0.5018266879172086,0.6659071299437318,0.19054589982378559
0.33,0.4933441205478436,0.6589591147956516,0.18118254331392145
0.34,0.4850222121816715,0.6520517806845887,0.1722662157789703
0.35000000000000003,0.4768561831448736,0.6451859702059037,0.16377671878286898
0.36,0.4688414434720405,0.6383624645048633,0.15569468066042058
0.37,0.46097358537528244,0.6315819862151055,0.14800152927847873
0.38,0.4532483759552549,0.6248452022712891,0.14067946513298013
0.39,0.44566175015170917,0.6181527266005549,0.1337114348369684
0.4,0.43820980393060893,0.6115051226973126,0.12708110504715245
0.41000000000000003,0.4308887877043749,0.6049029060857616,0.12077283686962055
0.42,0.4236950999813965,0.5983465466744354,0.11477166077904458
0.43,0.4166252812405911,0.5918364710069459,0.1090632520800077
0.44,0.40967600802649307,0.585373064412984,0.10363390693392885
0.45,0.4028440872600982,0.578956673063518,0.09847051897039703
0.46,0.3961264507604857,0.572587605934008,0.09356055649753009
0.47000000000000003,0.3895201499720722,0.5662661366793443,0.08889204032219593
0.48,0.38302235089222325,0.559992505424092,0.08445352218754826
0.49,0.3766303291938513,0.5537669204715139,0.08023406383229797
0.5,0.3703414655375613,0.5475895599347285,0.07622321667343947
0.51,0.3641532410678627,0.5414605732932432,0.07241100211174517
0.52,0.35806323308794974,0.5353800828779942,0.06878789245721514
0.53,0.35206911090755444,0.5293481852879184,0.06534479246979341
0.54,0.34616863185839936,0.5233649527409641,0.06207302150903448
0.55,0.34035963747182796,0.5174304343623528,0.05896429628502731
0.56,0.3346400498132735,0.5115446574127811,0.05601071420181841
0.5700000000000001,0.32900786796558606,0.5057076284598396,0.05320473726937301
0.58,0.32346116466057784,0.49991933449395554,0.05053917659639759
0.59,0.3179980830542436,0.4941797439911674,0.048007177457180306
0.6,0.31261683363697407,0.48848880792596217,0.04560220490098962
0.61,0.30731569126914493,0.4828464607374866,0.04331802986450296
0.62,0.30209299234538334,0.47725262124923196,0.04114871581910051
0.63,0.29694713209828955,0.4717071935406532,0.03908860602092962
0.64,0.291876562254273,0.4662100677229689,0.03713231248325692
0.65,0.28687978819518345,0.4607611208174973,0.03527470221693413
0.66,0.2819553666172925,0.4553602175024389,0.033510886029262506
0.67,0.2771019033283916,0.4500072108160156,0.0318362079423674
0.68,0.27231805107146156,0.44470194284193876,0.03024623466201605
0.6900000000000001,0.267602507441532,0.4394442453620365,0.02873674545903275
0.7000000000000001,0.2629540128912161,0.4342339404775686,0.027303722446997553
0.71,0.2583713488204288,0.42907084120066463,0.025943341239817605
0.72,0.2538533362910408,0.4239547519068083,0.02465196476516579
0.73,0.24939883402159602,0.4188854689324432,0.02342613320867315
0.74,0.24500673610506635,0.41386278120911435,0.022262552656464422
0.75,0.24067597081126454,0.4088864706637567,0.021158089289024518
0.76,0.23640549904772185,0.4039563126806279,0.020109761749048702
0.77,0.23219431300051813,0.39907207651847576,0.019114734404523923
0.78,0.22804143599054044,0.39423352550620927,0.018170316592923834
0.79,0.2239459193864667,0.3894404177732335,0.01727394693101772
0.8,0.21990684149678386,0.38469250658348286,0.01642318797298019
0.81,0.21592330658576697,0.3799895406422944,0.015615721350143774
0.8200000000000001,0.2119944447146696,0.37533126427011887,0.014849346893371772
0.8300000000000001,0.20811941093571548,0.37071741770713906,0.01412197814115148
0.84,0.20429738184026844,0.36614773779547893,0.013431625352739666
0.85,0.200527555546936,0.36162195808330355,0.012776395619802747
0.86,0.1968091527151111,0.357139808819529,0.012154497506101938
0.87,0.1931414145810415,0.3527010174116496,0.011564230743684296
0.88,0.18952359992894924,0.34830530893839395,0.011003971890790623
0.89,0.18595498618305123,0.3439524060932977,0.010472179652203074
0.9,0.18243487117730178,0.33964202915540076,0.00996740225899867
0.91,0.17896256719788745,0.33537389682082297,0.009488249145029763
0.92,0.17553740232235432,0.33114772608934734,0.009033397749469076
0.93,0.17215872369963792,0.3269632321182353,0.008601607538865498
0.9400000000000001,0.16882589053042524,0.32282012904332147,0.008191687276979193
0.9500000000000001,0.16553827609899424,0.3187181297978554,0.007802505063533388
0.96,0.16229527115281095,0.31465694606251615,0.007433001964718015
0.97,0.15909627547329447,0.310636288984011,0.0070821543551243885
0.98,0.15594070391090364,0.3066558687888396,0.006749001086953005
0.99,0.15282798447209045,0.3027153951639036,0.00643263306853465
1.0,0.14975755318351397,0.29881457746767437,0.0061321723026677225
1.01,0.14672886280436667,0.2949531245457991,0.005846807891117349
1.02,0.14374137202207812,0.29113074522850524,0.005575749690290878
1.03,0.14079455317252756,0.28734714810187667,0.0053182614931052904
1.04,0.1378878881624963,0.28360204187763516,0.005073641763825007
1.05,0.13502086639663535,0.27989513526336485,0.004841217142661565
1.06,0.13219299133678536,0.27622613730053125,0.0046203662130711795
1.07,0.12940376939619289,0.2725947571433517,0.0044104768216761125
